iteration, 2MiB get time, recover pysical , sum getting time, former flip, later flip, sum flip, flip in page, form time, later time, searching time, entire time,dump
270,0.262915,6.13475,6.39767,26,20,46,6454,9.79666,8.27562,18.0723,5470.78,179
271,0.264131,3.39677,3.66091,34,11,45,6490,9.29395,8.61217,17.9061,5493.35,179
272,0.260696,6.20608,6.46678,17,0,17,6502,12.118,1.14E-07,12.118,5512.94,180
273,0.26351,4.73156,4.99507,13,0,13,6511,12.3234,1.34E-07,12.3234,5531.26,181
274,0.26207,4.5705,4.83257,15,0,15,6523,11.9252,1.41E-07,11.9252,5549.03,182
275,0.263212,5.76333,6.02654,18,0,18,6537,11.569,1.02E-07,11.569,5567.63,183
276,0.261316,7.63264,7.89396,26,17,43,6573,10.4527,8.01561,18.4683,5594.99,183
277,0.264308,6.89262,7.15693,7,0,7,6577,12.7794,1.15E-07,12.7794,5615.93,184
278,0.265245,5.28924,5.55449,11,0,11,6586,11.7921,1.35E-07,11.7921,5634.28,185
279,0.265106,9.09748,9.36259,12,0,12,6596,11.9497,1.35E-07,11.9497,5656.6,186
280,0.266028,3.58039,3.84642,14,0,14,6608,12.443,1.40E-07,12.443,5673.9,187
281,0.262707,4.80587,5.06858,20,0,20,6623,11.6112,8.10E-08,11.6112,5691.58,188
282,0.264205,2.37451,2.63871,16,0,16,6637,11.9417,8.20E-08,11.9417,5707.16,189
283,0.266736,4.88504,5.15177,16,0,16,6648,12.0836,1.02E-07,12.0837,5725.4,190
284,0.264245,8.04193,8.30618,33,24,57,6691,10.0924,7.93339,18.0258,5752.74,190
285,0.266273,7.71718,7.98345,10,0,10,6699,11.9499,1.12E-07,11.9499,5773.68,191
286,0.264631,4.07499,4.33962,16,0,16,6712,12.0773,9.30E-08,12.0773,5791.1,192
287,0.266746,6.01546,6.28221,11,0,11,6722,11.7867,1.08E-07,11.7868,5810.17,193
288,0.266162,9.19082,9.45698,17,0,17,6733,11.7261,1.26E-07,11.7261,5832.36,194
289,0.265399,3.35245,3.61785,18,0,18,6747,11.7055,1.53E-07,11.7056,5848.69,195
290,0.266706,5.25177,5.51848,29,12,41,6778,10.4023,7.73146,18.1338,5873.35,195
291,0.267058,4.78044,5.0475,21,0,21,6795,10.9108,7.90E-08,10.9108,5890.31,196
292,0.267351,5.95626,6.22361,6,0,6,6801,12.8564,2.41E-07,12.8565,5910.39,197
293,0.266351,3.67399,3.94035,23,0,23,6820,9.89134,1.39E-07,9.89136,5925.23,198
294,0.26832,5.63882,5.90714,11,0,11,6828,12.3924,1.15E-07,12.3924,5944.53,199
295,0.265802,6.11661,6.38241,24,0,24,6848,9.74089,7.40E-08,9.7409,5961.66,200
296,0.265999,3.43082,3.69682,13,0,13,6858,11.534,9.10E-08,11.534,5977.9,201
297,0.27057,7.63393,7.9045,10,0,10,6865,11.8696,1.37E-07,11.8696,5998.67,202
298,0.266145,8.01604,8.28219,16,0,16,6878,11.5476,1.36E-07,11.5476,6019.51,203
299,0.269989,5.88636,6.15635,14,0,14,6889,12.0551,1.19E-07,12.0551,6038.72,204
300,0.27002,3.82972,4.09974,37,9,46,6925,9.45161,7.48469,16.9363,6060.77,204
301,0.269826,8.65786,8.92768,39,34,73,6982,9.18976,6.62843,15.8182,6086.52,204
302,0.269628,3.19956,3.46918,29,12,41,7015,10.2309,7.77596,18.0069,6109,204
303,0.269782,2.71436,2.98415,35,8,43,7050,10.1034,8.00035,18.1038,6131.09,204
304,0.26847,5.56403,5.8325,15,0,15,7061,11.8716,1.30E-07,11.8716,6149.8,205
305,0.270598,5.18163,5.45222,12,0,12,7069,12.0711,1.01E-07,12.0711,6168.33,206
306,0.269869,5.55919,5.82906,30,13,43,7101,11.0439,7.58375,18.6277,6193.79,206
307,0.26956,5.09481,5.36437,16,0,16,7112,11.5938,9.00E-08,11.5938,6211.75,207
308,0.271727,4.2252,4.49693,20,0,20,7126,12.0397,1.07E-07,12.0397,6229.29,208
309,0.270205,2.7941,3.06431,26,6,32,7149,10.8935,9.25332,20.1468,6253.51,208
310,0.269838,7.38512,7.65496,33,21,54,7192,9.21785,8.17941,17.3973,6279.56,208
311,0.27084,9.13439,9.40523,16,0,16,7202,11.6912,1.30E-07,11.6913,6301.66,209
312,0.27217,5.95818,6.23035,40,21,61,7247,9.86947,7.16449,17.034,6325.93,209
313,0.272388,5.01725,5.28963,29,20,49,7286,9.77361,7.56192,17.3356,6349.56,209
314,0.27583,1.29073,1.56656,10,0,10,7293,12.6229,1.18E-07,12.6229,6364.76,210
315,0.274731,6.27653,6.55126,14,0,14,7304,12.5569,1.32E-07,12.5569,6384.87,211
316,0.273699,7.30641,7.58011,16,0,16,7317,10.5665,1.41E-07,10.5665,6404.02,212
317,0.27365,9.21514,9.48879,45,27,72,7367,8.34396,7.6405,15.9845,6430.5,212
318,0.271695,5.01624,5.28793,14,0,14,7380,11.2207,1.27E-07,11.2207,6448.01,213
319,0.271223,6.19376,6.46498,37,17,54,7415,10.4011,7.52292,17.924,6473.4,213
320,0.273178,5.10442,5.37759,10,0,10,7424,11.8772,9.60E-08,11.8772,6491.66,214
321,0.276145,6.19766,6.4738,36,39,75,7481,8.39386,7.09889,15.4928,6514.63,214
322,0.272738,6.36778,6.64052,36,16,52,7520,10.911,6.7365,17.6475,6539.93,214
323,0.273104,6.53249,6.80559,15,0,15,7529,12.1257,1.07E-07,12.1257,6559.86,215
324,0.275391,4.2573,4.53269,26,17,43,7568,10.3101,7.62907,17.9391,6583.34,215
325,0.27611,9.73771,10.0138,13,0,13,7578,11.6476,1.22E-07,11.6476,6606.01,216
326,0.274262,4.96053,5.2348,40,14,54,7617,8.49265,9.13526,17.6279,6629.87,216
327,0.276421,2.61911,2.89553,12,0,12,7626,12.3088,1.09E-07,12.3088,6646.08,217
328,0.277756,6.29395,6.57171,12,0,12,7636,12.3109,1.43E-07,12.3109,6665.97,218
329,0.277433,2.21904,2.49648,33,5,38,7667,10.2944,7.99151,18.286,6687.76,218
330,0.274683,2.37598,2.65067,26,15,41,7699,10.5151,8.49641,19.0116,6710.42,218
331,0.275452,3.1601,3.43556,40,11,51,7737,8.65497,8.68592,17.3409,6732.2,218
332,0.275899,6.19335,6.46925,32,18,50,7778,9.73772,7.98079,17.7185,6757.4,218
333,0.275155,4.45608,4.73124,14,0,14,7790,12.0135,1.27E-07,12.0136,6775.14,219
334,0.280401,6.6048,6.88521,9,0,9,7796,12.6611,1.42E-07,12.6611,6795.7,220
335,0.278119,7.0051,7.28322,32,16,48,7834,9.64692,9.12281,18.7697,6822.75,220
336,0.279759,1.98587,2.26563,19,0,19,7850,11.7387,1.43E-07,11.7387,6837.76,221
337,0.278108,3.86764,4.14575,28,9,37,7881,10.1567,8.30357,18.4603,6861.37,221
338,0.28178,3.39208,3.67386,14,0,14,7891,11.9958,1.05E-07,11.9958,6878.05,222
339,0.279856,3.16746,3.44732,40,14,54,7930,9.64368,7.5669,17.2106,6899.71,222
340,0.280373,7.38462,7.66499,10,0,10,7938,12.3046,1.34E-07,12.3047,6920.68,223
341,0.279156,7.15261,7.43177,12,0,12,7945,12.8557,1.02E-07,12.8557,6941.97,224
342,0.278119,8.26451,8.54263,11,0,11,7955,11.1002,1.23E-07,11.1002,6962.62,225
343,0.280558,7.38348,7.66403,18,0,18,7970,11.3298,1.17E-07,11.3298,6982.62,226
344,0.282511,9.18491,9.46742,32,29,61,8019,10.3179,8.11244,18.4303,7011.52,226
345,0.279949,2.45401,2.73396,39,14,53,8055,11.489,6.93369,18.4227,7033.68,226
346,0.283503,3.24439,3.52789,12,0,12,8062,12.6533,1.21E-07,12.6533,7050.87,227
347,0.281472,4.25482,4.53629,28,13,41,8092,10.9227,7.93953,18.8622,7075.27,227
348,0.282602,4.49913,4.78173,12,0,12,8099,12.2456,8.70E-08,12.2456,7093.3,228
349,0.279532,4.7041,4.98363,37,16,53,8145,9.73273,6.8803,16.6131,7115.91,228
350,0.280357,3.71567,3.99603,23,0,23,8164,10.546,1.29E-07,10.546,7131.45,229
351,0.283794,5.53214,5.81593,20,0,20,8177,12.0344,1.05E-07,12.0345,7150.31,230
352,0.281547,2.90443,3.18598,25,8,33,8203,11.2408,8.41503,19.6558,7174.15,230
353,0.284463,5.58505,5.86952,27,9,36,8231,10.795,8.60352,19.3985,7200.43,230
354,0.283796,6.2111,6.49489,12,0,12,8240,12.5936,1.27E-07,12.5936,7220.52,231
355,0.282872,5.42089,5.70377,28,16,44,8272,10.6556,7.61127,18.2669,7245.49,231
356,0.284155,4.18636,4.47051,12,0,12,8280,11.9039,9.40E-08,11.9039,7262.87,232
357,0.281018,7.08325,7.36427,14,0,14,8293,11.7004,8.60E-08,11.7004,7282.94,233
358,0.281876,4.31143,4.59331,11,0,11,8301,12.0491,1.37E-07,12.0491,7300.59,234
359,0.284034,8.09994,8.38397,11,0,11,8309,11.6837,1.07E-07,11.6837,7321.66,235
360,0.282593,3.83188,4.11447,9,0,9,8316,12.0356,1.38E-07,12.0356,7338.82,236
361,0.28264,4.3071,4.58974,11,0,11,8325,11.727,1.35E-07,11.7271,7356.14,237
362,0.283791,4.06332,4.34711,34,20,54,8363,10.0766,8.56646,18.6431,7380.13,237
363,0.284841,2.87714,3.16198,16,0,16,8373,11.6972,1.30E-07,11.6972,7396,238
364,0.282192,7.63639,7.91858,14,0,14,8383,11.7121,1.47E-07,11.7121,7416.63,239
365,0.285307,3.51341,3.79872,37,9,46,8416,10.8424,6.74988,17.5923,7439.03,239
366,0.284483,6.36509,6.64958,35,26,61,8457,9.07814,6.86924,15.9474,7462.63,239
367,0.286196,1.7705,2.05669,12,0,12,8463,11.8907,1.38E-07,11.8908,7477.58,240
368,0.28541,6.60285,6.88826,30,20,50,8501,10.1294,8.23182,18.3612,7503.83,240
369,0.284363,7.79472,8.07908,13,0,13,8510,11.6604,1.46E-07,11.6604,7524.58,241
370,0.2851,3.59945,3.88455,35,11,46,8542,10.5588,8.25167,18.8105,7548.28,241
371,0.285398,5.01797,5.30337,32,19,51,8576,10.9097,8.68685,19.5966,7574.18,241
372,0.287252,5.18134,5.46859,18,0,18,8589,11.5882,9.40E-08,11.5882,7592.24,242
373,0.286184,7.08916,7.37535,41,28,69,8633,9.40237,7.31858,16.721,7617.34,242
374,0.284033,3.51817,3.80221,40,17,57,8672,10.8648,7.06604,17.9309,7640.08,242
375,0.287503,5.73126,6.01876,39,16,55,8712,10.5679,5.95445,16.5223,7663.63,242
376,0.286132,5.33082,5.61695,30,21,51,8748,10.0555,7.86704,17.9226,7688.17,242
377,0.286016,2.95697,3.24298,38,14,52,8781,11.0189,7.4325,18.4514,7710.87,242
378,0.287402,3.16117,3.44857,34,10,44,8813,10.1434,8.31371,18.4572,7733.78,242
379,0.289826,4.88747,5.17729,33,14,47,8848,9.91405,8.84962,18.7637,7758.73,242
380,0.288737,4.23263,4.52137,26,11,37,8874,9.44196,10.0374,19.4794,7783.73,242
381,0.287545,5.73458,6.02212,10,0,10,8880,12.1602,9.60E-08,12.1602,7802.92,243
382,0.288532,6.75191,7.04044,35,23,58,8921,9.0739,7.82219,16.8961,7827.86,243
383,0.287295,8.509,8.7963,30,34,64,8961,10.1952,8.61753,18.8128,7856.47,243
384,0.288349,6.4542,6.74254,43,27,70,9010,9.55861,6.90315,16.4618,7880.68,243
385,0.289023,4.86754,5.15656,21,0,21,9023,11.2485,8.60E-08,11.2485,7898.09,244
386,0.288024,6.67704,6.96506,34,27,61,9064,8.9055,8.34633,17.2518,7923.31,244
387,0.290224,6.27858,6.56881,39,16,55,9095,11.3556,6.8923,18.248,7949.13,244
388,0.28899,5.17759,5.46658,25,30,55,9133,11.037,7.21974,18.2568,7973.86,244
389,0.291125,3.43742,3.72855,30,17,47,9165,10.7278,7.39463,18.1224,7996.72,244
390,0.287953,6.27596,6.56391,46,20,66,9210,9.07051,7.82813,16.8987,8021.18,244
391,0.287914,5.96593,6.25385,28,11,39,9241,10.5578,9.82304,20.3808,8048.82,244
392,0.289882,4.70134,4.99122,16,0,16,9252,11.3566,9.80E-08,11.3566,8066.17,245
393,0.289046,7.2317,7.52075,11,0,11,9261,12.0505,1.09E-07,12.0505,8086.75,246
394,0.288087,7.63501,7.9231,20,0,20,9276,11.2217,1.18E-07,11.2217,8106.9,247
395,0.290766,3.59879,3.88955,15,0,15,9288,12.1385,1.07E-07,12.1385,8123.93,248
396,0.292237,6.03353,6.32576,14,0,14,9300,10.9067,1.09E-07,10.9067,8142.17,249
397,0.292204,7.30774,7.59994,39,20,59,9342,10.0368,6.36305,16.3999,8167.17,249
398,0.288897,6.27787,6.56677,14,0,14,9352,12.2061,8.90E-08,12.2061,8186.95,250
399,0.288206,6.36432,6.65253,29,16,45,9382,10.7147,8.69479,19.4095,8214.02,250
400,0.2919,6.11663,6.40853,39,12,51,9423,9.90122,7.03904,16.9403,8238.37,250
401,0.290522,7.0873,7.37782,15,0,15,9435,11.0389,9.40E-08,11.0389,8257.79,251
402,0.29305,3.27925,3.5723,40,13,53,9472,10.0672,8.11491,18.1821,8280.55,251
403,0.290241,6.7526,7.04284,33,22,55,9515,9.39826,7.82073,17.219,8305.82,251
404,0.292084,6.36215,6.65423,36,33,69,9563,9.54112,6.9868,16.5279,8330,251
405,0.293369,7.16266,7.45602,8,0,8,9570,11.8703,1.24E-07,11.8703,8350.33,252
406,0.291803,7.54488,7.83668,54,18,72,9619,9.74294,6.38709,16.1301,8375.31,252
407,0.289653,5.63636,5.92602,10,0,10,9628,12.5296,1.25E-07,12.5296,8394.77,253
408,0.291672,5.48123,5.7729,44,21,65,9668,9.91685,6.91763,16.8345,8418.38,253
409,0.293212,9.05894,9.35215,15,0,15,9677,11.6846,1.29E-07,11.6846,8440.42,254
410,0.292082,5.49216,5.78424,10,0,10,9685,12.7413,1.39E-07,12.7413,8459.95,255
411,0.297342,5.70427,6.00161,25,18,43,9713,10.9063,8.59084,19.4972,8486.45,255
412,0.295997,7.17384,7.46984,31,24,55,9751,10.5869,8.54517,19.1321,8514.06,255
413,0.296753,3.21462,3.51137,6,0,6,9755,13.22,1.40E-07,13.22,8531.8,256
414,0.295736,6.09607,6.39181,9,0,9,9763,12.4531,1.19E-07,12.4531,8551.64,257
415,0.29615,5.66145,5.9576,8,0,8,9767,12.6217,1.24E-07,12.6217,8571.23,258
416,0.297647,4.10882,4.40647,12,0,12,9775,12.4417,1.04E-07,12.4418,8589.08,259
417,0.296541,4.88665,5.1832,23,0,23,9791,10.6666,1.24E-07,10.6666,8605.94,260
418,0.295242,5.41762,5.71286,26,11,37,9823,9.95265,8.9338,18.8865,8631.54,260
419,0.295414,5.58616,5.88157,40,23,63,9857,10.4281,8.75921,19.1873,8657.61,260
420,0.30053,5.7507,6.05123,39,15,54,9891,10.4495,8.66592,19.1155,8683.78,260
421,0.298052,6.52771,6.82576,17,0,17,9903,12.2614,1.17E-07,12.2614,8703.88,261
422,0.296924,9.65507,9.95199,11,0,11,9908,12.6127,1.17E-07,12.6127,8727.44,262
423,0.297995,3.48035,3.77834,32,19,51,9943,10.4426,8.13349,18.5762,8750.8,262
424,0.301273,3.70873,4.01,37,16,53,9981,9.61541,7.62411,17.2395,8773.06,262
425,0.30008,4.56984,4.86992,12,0,12,9988,12.3026,1.49E-07,12.3027,8791.23,263
426,0.298765,5.66441,5.96318,34,14,48,10023,10.1395,7.59921,17.7387,8815.94,263
427,0.2978,3.94724,4.24504,34,12,46,10051,10.6042,8.7069,19.3111,8840.5,263
428,0.297789,5.76102,6.05881,24,0,24,10068,11.6105,1.41E-07,11.6106,8859.18,264
429,0.301176,2.29165,2.59283,14,0,14,10077,12.2044,7.80E-08,12.2044,8874.98,265
430,0.298889,4.62559,4.92448,12,0,12,10085,11.9081,1.31E-07,11.9081,8892.81,266
431,0.29624,4.47149,4.76773,34,16,50,10119,10.543,8.08303,18.6261,8917.21,266
432,0.300208,8.56808,8.86829,9,0,9,10127,12.1693,1.10E-07,12.1693,8939.25,267
433,0.29855,4.38023,4.67878,29,26,55,10164,10.4126,8.05227,18.4649,8963.4,267
434,0.299162,6.59138,6.89054,42,22,64,10203,9.23709,7.69813,16.9352,8988.23,267
435,0.300961,7.94396,8.24492,38,29,67,10254,9.55252,7.17294,16.7255,9014.21,267
436,0.300966,3.74999,4.05095,16,0,16,10264,12.6769,9.60E-08,12.6769,9031.94,268
437,0.299691,5.88856,6.18826,33,18,51,10296,9.61111,9.81527,19.4264,9058.56,268
438,0.301011,2.08581,2.38682,35,5,40,10316,9.91416,10.4813,20.3954,9082.35,268
439,0.299518,8.33379,8.63331,37,24,61,10355,10.5497,7.66222,18.212,9110.2,268
440,0.303694,8.00906,8.31275,10,0,10,10360,12.2998,1.32E-07,12.2998,9131.81,269
441,0.302335,7.70165,8.00398,10,0,10,10368,11.9992,1.31E-07,11.9992,9152.82,270
442,0.303493,7.46243,7.76593,40,22,62,10412,10.2099,6.76379,16.9737,9178.56,270
443,0.305355,5.85534,6.1607,39,21,60,10453,9.73212,8.0431,17.7752,9203.51,270
444,0.302714,3.75108,4.05379,15,0,15,10463,12.9997,1.61E-07,12.9997,9221.56,271
445,0.299754,4.70771,5.00747,13,0,13,10470,12.4192,1.26E-07,12.4192,9239.99,272
446,0.303167,5.29593,5.59909,13,0,13,10478,12.0688,1.24E-07,12.0688,9258.67,273
447,0.303562,8.48358,8.78715,12,0,12,10485,12.1269,1.26E-07,12.1269,9280.59,274
448,0.304351,8.96256,9.26691,34,23,57,10524,10.2745,7.93244,18.207,9309.06,274
449,0.305962,7.22523,7.53119,30,18,48,10554,10.6386,9.09112,19.7298,9337.33,274
450,0.305513,4.10522,4.41073,14,0,14,10563,12.4273,1.21E-07,12.4273,9355.17,275
451,0.305504,3.94606,4.25157,14,0,14,10572,12.6261,1.32E-07,12.6262,9373.05,276
452,0.303874,3.71152,4.01539,35,18,53,10607,10.1077,8.37397,18.4817,9396.56,276
453,0.305909,6.52213,6.82804,37,22,59,10641,9.10094,9.60977,18.7107,9423.1,276
454,0.303052,5.41976,5.72281,19,0,19,10654,11.9296,1.44E-07,11.9296,9441.76,277
455,0.305645,7.22465,7.53029,12,0,12,10661,12.1497,1.47E-07,12.1497,9462.44,278
456,0.306631,4.42563,4.73226,33,26,59,10698,9.5821,8.0319,17.614,9485.79,278
457,0.304562,6.40818,6.71275,31,15,46,10731,9.56107,9.09696,18.6581,9512.17,278
458,0.30507,5.71635,6.02142,38,18,56,10763,10.0777,9.32687,19.4045,9538.6,278
459,0.308965,1.97034,2.27931,31,5,36,10785,10.4687,9.11834,19.587,9561.47,278
460,0.307927,4.97733,5.28526,10,0,10,10789,12.7944,9.40E-08,12.7944,9580.55,279
461,0.307648,7.27088,7.57852,15,0,15,10799,12.5651,1.29E-07,12.5651,9601.7,280
462,0.305169,5.88672,6.19189,25,20,45,10832,10.6115,9.01913,19.6307,9628.53,280
463,0.303798,5.10261,5.40641,16,0,16,10843,11.7136,1.50E-07,11.7136,9646.65,281
464,0.306359,8.82683,9.13319,6,0,6,10847,12.5084,1.09E-07,12.5084,9669.3,282
465,0.305732,3.27366,3.57939,17,0,17,10858,10.8322,8.20E-08,10.8322,9684.71,283
466,0.306649,7.38573,7.69238,34,23,57,10893,11.226,8.28247,19.5085,9712.92,283
467,0.305991,4.23105,4.53704,40,9,49,10927,10.2316,7.50999,17.7416,9736.2,283
468,0.308135,3.94973,4.25786,30,24,54,10965,10.629,7.59974,18.2287,9759.69,283
469,0.308084,9.26156,9.56965,14,0,14,10973,12.4286,1.30E-07,12.4286,9782.7,284
470,0.310398,6.75775,7.06814,40,33,73,11026,9.17207,7.28124,16.4533,9807.22,284
471,0.309429,7.35311,7.66254,39,24,63,11059,10.3858,8.68855,19.0744,9834.96,284
472,0.306028,4.54795,4.85398,39,22,61,11103,10.5744,6.71015,17.2846,9858.11,284
473,0.308797,4.15114,4.45994,14,0,14,11116,11.7062,1.35E-07,11.7062,9875.28,285
474,0.308602,6.03417,6.34277,26,19,45,11143,10.4001,8.82499,19.2251,9901.85,285
475,0.308384,2.87763,3.18601,34,9,43,11173,10.1827,8.3195,18.5022,9924.54,285
476,0.306046,7.00009,7.30613,18,0,18,11188,12.1914,1.40E-07,12.1915,9945.04,286
477,0.309087,8.18712,8.4962,36,31,67,11233,10.3564,7.16894,17.5253,9972.07,286
478,0.308946,3.91753,4.22648,30,12,42,11259,10.9016,9.4203,20.3219,9997.62,286
479,0.307887,7.22788,7.53577,41,27,68,11303,9.71534,7.8508,17.5662,10023.7,286
480,0.309319,6.90666,7.21598,14,0,14,11311,12.2259,1.03E-07,12.2259,10044.2,287
481,0.310857,2.71964,3.0305,33,12,45,11337,9.92034,8.96574,18.8861,10067.1,287
482,0.308718,3.50887,3.81759,16,0,16,11344,12.2179,1.42E-07,12.2179,10084.1,288
483,0.311351,4.62734,4.93869,12,0,12,11350,12.0739,1.42E-07,12.074,10102.2,289
484,0.310294,3.4316,3.7419,9,0,9,11354,12.3591,1.35E-07,12.3591,10119.3,290
485,0.311021,5.72288,6.03391,42,22,64,11394,10.2348,7.73697,17.9717,10144.3,290
486,0.310473,6.67814,6.98862,33,25,58,11431,11.2312,7.3686,18.5998,10170.9,290
487,0.308989,1.61157,1.92056,9,0,9,11437,12.4785,1.16E-07,12.4785,10186.3,291
488,0.310572,3.35691,3.66748,34,18,52,11474,9.41415,8.78875,18.2029,10209.1,291
489,0.312077,6.82202,7.1341,11,0,11,11480,12.7061,1.41E-07,12.7061,10230,292
490,0.312166,8.49039,8.80256,22,0,22,11496,10.7241,1.14E-07,10.7241,10250.5,293
491,0.312996,8.9952,9.3082,18,0,18,11508,11.5606,6.70E-08,11.5607,10272.4,294
492,0.311957,4.55026,4.86222,23,0,23,11520,12.2346,1.19E-07,12.2346,10290.5,295
493,0.315146,6.91871,7.23386,39,25,64,11560,10.3831,7.49268,17.8758,10316.6,295
494,0.312858,9.13324,9.4461,21,0,21,11577,11.6765,1.19E-07,11.6765,10338.7,296
495,0.31514,2.40872,2.72386,13,0,13,11585,11.8316,1.48E-07,11.8316,10354.3,297
496,0.313702,6.19862,6.51233,17,0,17,11594,12.2153,1.11E-07,12.2153,10374,298
497,0.314739,5.95984,6.27458,16,0,16,11608,11.713,1.00E-07,11.713,10393,299
498,0.314339,2.55736,2.8717,42,13,55,11644,9.3761,8.11304,17.4892,10414.4,299
499,0.313794,4.78077,5.09456,28,16,44,11672,10.7566,8.74547,19.5021,10440,299
500,0.317879,6.1946,6.51248,37,23,60,11710,10.5802,8.1799,18.7601,10466.3,299
501,0.314227,8.4215,8.73573,24,0,24,11727,10.1928,1.16E-07,10.1928,10486.2,300
502,0.316485,3.74858,4.06507,37,20,57,11754,10.8826,9.09499,19.9776,10511.2,300
503,0.316501,6.4547,6.7712,35,19,54,11788,10.5776,7.74692,18.3245,10537.3,300
504,0.314751,5.33162,5.64637,42,15,57,11818,10.6003,8.08995,18.6902,10562.7,300
505,0.317283,2.24222,2.5595,42,10,52,11849,11.5067,7.13416,18.6409,10584.9,300
506,0.314261,3.03275,3.34701,12,0,12,11853,12.6933,1.38E-07,12.6933,10601.9,301
507,0.314894,5.31643,5.63132,27,9,36,11873,11.8749,9.72674,21.6017,10630.2,301
508,0.316756,5.01685,5.33361,28,22,50,11899,11.8942,9.36592,21.2602,10657.8,301
509,0.317118,5.10475,5.42187,10,0,10,11907,12.2592,1.38E-07,12.2592,10676.5,302
510,0.317291,6.11667,6.43396,17,0,17,11917,12.4851,1.21E-07,12.4851,10696.4,303
511,0.317558,2.00478,2.32234,15,0,15,11928,11.6449,7.60E-08,11.6449,10711.3,304
512,0.318315,3.83187,4.15018,37,15,52,11956,11.507,7.91399,19.421,10735.9,304
513,0.318595,5.89165,6.21025,38,23,61,11991,9.40871,9.18717,18.5959,10761.7,304
514,0.318064,8.74224,9.06031,41,29,70,12030,10.3499,7.63643,17.9863,10789.8,304
515,0.317601,6.75281,7.07042,11,0,11,12037,12.5477,1.21E-07,12.5478,10810.4,305
516,0.319142,7.86636,8.1855,11,0,11,12043,12.4139,1.07E-07,12.4139,10832,306
517,0.277736,11.2585,11.5363,5,0,5,12047,12.4166,1.02E-07,12.4166,10857,307
