iteration, 2MiB get time, recover pysical , sum getting time, former flip, later flip, sum flip, flip in page, form time, later time, searching time, entire time,dump
279,0.0743437,6.13257,6.20691,31,20,51,8238,9.62889,8.78802,18.4169,7927.11,4
280,0.0761126,4.41905,4.49516,13,7,20,8252,12.2754,10.9128,23.1882,7955.8,4
281,0.075174,6.2137,6.28887,35,29,64,8298,10.4446,7.54578,17.9904,7981.09,4
282,0.0760782,8.98662,9.0627,18,8,26,8317,11.6868,11.2462,22.933,8014.09,4
283,0.0769408,5.33306,5.41,40,16,56,8354,8.93642,7.92372,16.8602,8037.36,4
284,0.0772248,8.90123,8.97846,19,14,33,8374,12.2116,10.6167,22.8283,8070.17,4
285,0.0752476,5.48205,5.5573,31,20,51,8412,10.411,8.50511,18.9161,8095.65,4
286,0.0753018,5.71182,5.78712,16,6,22,8427,12.5193,9.85311,22.3724,8124.81,4
287,0.0775794,6.52071,6.59829,47,25,72,8472,8.78189,7.73467,16.5166,8148.93,4
288,0.0776258,3.31856,3.39618,16,10,26,8492,11.9226,9.90036,21.823,8175.16,4
289,0.077867,5.95913,6.037,29,21,50,8526,11.0548,8.02341,19.0782,8201.28,4
290,0.078272,2.45292,2.5312,21,4,25,8542,11.2505,10.6413,21.8918,8226.7,4
291,0.076587,6.40729,6.48388,29,13,42,8566,10.7845,8.99573,19.7802,8253.97,4
292,0.0787996,8.53027,8.60907,17,8,25,8584,11.6675,10.8499,22.5174,8286.1,4
293,0.0774184,7.80981,7.88723,22,20,42,8619,10.1734,8.86667,19.0401,8314.04,4
294,0.0778506,2.61522,2.69307,12,3,15,8630,12.3143,11.0902,23.4046,8341.14,4
295,0.0795578,5.12593,5.20549,15,6,21,8646,11.8221,9.8264,21.6485,8369,4
296,0.0779804,8.46266,8.54065,12,8,20,8658,12.6363,10.6334,23.2697,8401.81,4
297,0.078623,2.85444,2.93306,30,7,37,8683,11.5872,8.35146,19.9387,8425.69,4
298,0.0793845,6.32276,6.40214,15,13,28,8702,11.8379,10.4374,22.2753,8455.37,4
299,0.0805439,7.70742,7.78796,27,20,47,8737,10.9847,7.27787,18.2626,8482.43,4
300,0.0778464,6.24877,6.32662,12,8,20,8751,12.7473,10.7685,23.5158,8513.27,4
301,0.0797445,6.82454,6.90428,27,22,49,8786,9.80487,8.55202,18.3569,8539.54,4
302,0.0814368,7.66603,7.74746,12,13,25,8802,12.0522,11.2587,23.3109,8571.6,4
303,0.079019,6.04174,6.12075,29,21,50,8837,9.92279,8.21986,18.1427,8596.87,4
304,0.0825344,4.31398,4.39651,18,7,25,8849,11.8619,11.0877,22.9497,8625.22,4
305,0.0805538,5.4818,5.56235,36,21,57,8890,9.57732,7.3661,16.9434,8648.73,4
306,0.0813852,5.17693,5.25832,15,11,26,8907,11.9034,10.8655,22.7689,8677.76,4
307,0.0821773,2.40933,2.4915,36,11,47,8937,10.3571,8.82342,19.1805,8700.44,4
308,0.0815053,4.46316,4.54467,14,1,15,8945,12.3268,11.3982,23.7251,8729.71,4
309,0.0843864,5.40553,5.48992,38,19,57,8992,8.91236,7.38334,16.2957,8752.5,4
310,0.0828311,6.03796,6.12079,18,9,27,9010,12.3897,9.71574,22.1055,8781.73,4
311,0.0809303,4.70132,4.78225,47,15,62,9047,10.9034,6.59617,17.4995,8805.02,4
312,0.0817162,6.19455,6.27627,13,11,24,9063,11.5341,11.2982,22.8324,8835.13,4
313,0.0814187,5.48166,5.56308,30,29,59,9103,9.89672,8.00875,17.9055,8859.61,4
314,0.0844278,6.454,6.53843,15,10,25,9120,12.53,10.621,23.1511,8890.3,4
315,0.0823883,7.63725,7.71963,38,24,62,9164,9.23417,7.65559,16.8898,8915.91,4
316,0.0841502,7.30756,7.39171,9,17,26,9179,12.3719,10.6124,22.9843,8947.29,4
317,0.0820454,4.54291,4.62496,33,24,57,9218,9.56802,6.90393,16.472,8969.4,4
318,0.0836624,7.46726,7.55092,13,17,30,9237,12.3514,10.7771,23.1284,9001.08,4
319,0.0842957,6.11609,6.20039,36,21,57,9279,9.69349,7.68847,17.382,9025.67,4
320,0.0854097,2.47844,2.56385,18,1,19,9296,11.7875,10.1114,21.899,9051.13,4
321,0.0859061,5.40138,5.48729,33,16,49,9331,10.4748,6.77021,17.245,9074.87,4
322,0.084532,5.89307,5.9776,14,4,18,9345,12.2501,11.3804,23.6306,9105.48,4
323,0.0841319,4.41662,4.50075,25,11,36,9372,10.7923,9.35165,20.144,9131.13,4
324,0.0819055,3.16733,3.24924,17,3,20,9385,12.2176,10.7243,22.942,9158.33,4
325,0.0842926,4.96784,5.05214,37,10,47,9418,11.0773,7.25213,18.3295,9182.71,4
326,0.0860881,6.75124,6.83733,3,10,13,9428,12.8677,11.7762,24.6439,9215.2,4
327,0.0853358,7.24949,7.33483,14,4,18,9442,11.8066,10.1368,21.9435,9245.48,4
328,0.0869382,7.15048,7.23742,8,9,17,9455,12.139,11.7254,23.8644,9277.59,4
329,0.0835072,4.9697,5.05321,35,10,45,9485,11.1593,7.70484,18.8642,9302.51,4
330,0.0867206,8.11054,8.19726,17,11,28,9501,11.9355,10.6464,22.5819,9334.29,4
331,0.0872138,3.35751,3.44472,34,11,45,9532,9.94255,8.91847,18.861,9357.6,4
332,0.0862015,4.65573,4.74193,14,13,27,9546,12.0421,11.523,23.5651,9386.92,4
333,0.0858385,7.12618,7.21202,37,23,60,9588,9.49043,9.37056,18.861,9413.99,4
334,0.0889844,8.01093,8.09992,19,3,22,9604,11.9349,10.0377,21.9726,9445.07,4
335,0.0886397,4.01913,4.10777,44,17,61,9649,8.69004,6.91069,15.6007,9465.78,4
336,0.08713,6.29502,6.38215,23,8,31,9670,12.0453,10.733,22.7783,9495.95,4
337,0.0874554,4.24018,4.32764,28,19,47,9708,9.97126,7.74734,17.7186,9519,4
338,0.0873873,5.84544,5.93283,18,4,22,9725,11.5271,10.5147,22.0418,9547.98,4
339,0.0885425,9.83062,9.91916,39,33,72,9775,9.39488,7.16434,16.5592,9575.46,4
340,0.0894852,3.03345,3.12294,10,7,17,9785,12.9605,10.8797,23.8402,9603.43,4
341,0.0901129,7.24529,7.3354,35,21,56,9822,9.70811,8.31436,18.0225,9629.79,4
342,0.0853217,4.0627,4.14802,13,9,22,9837,12.2478,11.0526,23.3004,9658.24,4
343,0.0879537,5.22848,5.31643,30,17,47,9870,10.9162,6.53544,17.4516,9682.02,4
344,0.0883713,4.96685,5.05522,20,4,24,9889,11.7731,10.6015,22.3747,9710.45,4
345,0.0881415,5.50324,5.59138,37,19,56,9925,10.7203,7.15923,17.8795,9734.93,4
346,0.0885264,3.78976,3.87829,10,8,18,9936,12.2363,10.8041,23.0404,9762.85,4
347,0.0907924,4.0185,4.10929,37,15,52,9974,10.4226,8.04059,18.4632,9786.43,4
348,0.0902576,3.56118,3.65144,13,9,22,9989,11.9785,10.7113,22.6899,9813.77,4
349,0.0897831,4.10563,4.19541,40,19,59,10028,9.97134,7.45599,17.4273,9836.4,4
350,0.0888993,5.04104,5.12994,19,5,24,10043,12.4494,10.4636,22.913,9865.45,4
351,0.0904997,5.37792,5.46842,30,15,45,10079,10.6071,7.30516,17.9123,9889.83,4
352,0.0893236,7.62699,7.71631,16,13,29,10095,11.9412,11.1295,23.0706,9921.62,4
353,0.0906676,4.69876,4.78943,44,15,59,10128,10.3947,8.05253,18.4473,9945.87,4
354,0.0927882,7.54649,7.63928,16,13,29,10151,11.0235,11.4081,22.4316,9976.94,4
355,0.0892625,2.79416,2.88342,29,7,36,10174,11.2098,9.43029,20.6402,10001.5,4
356,0.0901054,3.28092,3.37103,16,5,21,10189,12.1915,11.0652,23.2567,10029.1,4
357,0.0922802,5.72304,5.81532,27,17,44,10218,10.3818,9.16296,19.5448,10055.5,4
358,0.0925688,5.48009,5.57265,7,13,20,10230,12.3682,10.6431,23.0114,10085.1,4
359,0.0918891,6.68086,6.77275,19,9,28,10246,11.6828,10.8002,22.483,10115.3,4
360,0.0919089,6.6018,6.6937,8,6,14,10254,12.8645,11.6352,24.4997,10147.5,4
361,0.0898547,2.47683,2.56668,29,12,41,10278,10.5185,10.2983,20.8168,10171.9,4
362,0.0931369,3.1078,3.20094,11,7,18,10287,11.9988,11.5838,23.5826,10199.7,4
363,0.0922158,6.27769,6.3699,35,27,62,10327,9.92986,8.79017,18.72,10225.8,4
364,0.0939182,6.11672,6.21064,11,11,22,10338,12.5591,11.146,23.7052,10256.7,4
365,0.0940845,4.0734,4.16749,37,9,46,10365,10.0647,8.72973,18.7945,10280.7,4
366,0.0949259,8.21947,8.31439,10,13,23,10377,12.7465,11.6237,24.3702,10314.4,4
367,0.0943646,5.13212,5.22649,38,18,56,10411,10.1109,7.64972,17.7606,10338.4,4
368,0.0949518,6.09739,6.19234,15,15,30,10429,12.2583,10.0981,22.3565,10367.9,4
369,0.0950793,4.07454,4.16962,38,12,50,10461,9.78624,8.01738,17.8036,10390.9,4
370,0.0972434,2.94479,3.04203,15,4,19,10471,12.2177,11.4178,23.6355,10418.6,4
371,0.095857,7.79384,7.88969,37,24,61,10505,9.77833,8.65657,18.4349,10445.9,4
372,0.0968959,5.3663,5.4632,15,7,22,10523,11.618,10.6097,22.2277,10474.6,4
373,0.0949709,4.65489,4.74986,38,20,58,10558,9.96403,7.81507,17.7791,10498.1,4
374,0.0950167,6.24585,6.34087,17,11,28,10578,12.269,9.94294,22.212,10527.7,4
375,0.0962097,4.88717,4.98338,39,18,57,10618,10.9299,6.98957,17.9195,10551.6,4
376,0.0961966,7.46732,7.56352,14,12,26,10637,11.7661,10.7449,22.511,10582.7,4
377,0.0984369,3.1055,3.20393,38,12,50,10672,11.1217,6.70854,17.8303,10604.7,4
378,0.0967025,6.02166,6.11837,18,13,31,10692,11.6187,9.92663,21.5453,10633.4,4
379,0.0968051,6.20843,6.30523,36,25,61,10735,9.4964,8.62352,18.1199,10658.8,4
380,0.0989768,6.4487,6.54767,12,9,21,10752,12.6662,10.7275,23.3937,10689.7,4
381,0.0975348,6.54587,6.6434,35,23,58,10793,10.2349,7.00719,17.2421,10714.6,4
382,0.0978892,3.74895,3.84684,10,12,22,10810,12.562,10.1779,22.7398,10742.2,4
383,0.0967386,7.02892,7.12566,36,22,58,10849,9.80485,8.0379,17.8428,10768.2,4
384,0.0999331,2.13738,2.23732,14,2,16,10858,12.2483,12.1486,24.3969,10795.8,4
385,0.0995739,6.47017,6.56974,35,15,50,10889,11.1368,8.02497,19.1618,10822.6,4
386,0.0986922,6.71861,6.81731,13,12,25,10907,11.8887,9.99563,21.8843,10852.3,4
387,0.0980226,4.0628,4.16082,36,19,55,10939,10.2471,9.69777,19.9448,10877.4,4
388,0.0985885,3.16054,3.25913,15,6,21,10955,11.9409,10.0942,22.0351,10903.7,4
389,0.0971127,3.07802,3.17514,34,12,46,10984,10.5674,8.64461,19.212,10927.1,4
390,0.0973959,1.67592,1.77332,14,2,16,10997,12.0876,10.9254,23.013,10952.9,4
391,0.100957,3.48026,3.58122,25,8,33,11015,10.2678,11.3983,21.6661,10979.1,4
392,0.100861,7.70355,7.80441,11,7,18,11024,12.4289,11.4065,23.8354,11011.8,4
393,0.101907,6.83357,6.93547,28,17,45,11053,10.6134,8.37451,18.988,11038.7,4
394,0.101305,7.63631,7.73761,16,7,23,11066,11.9348,11.0923,23.0271,11070.5,4
395,0.101305,8.18221,8.28352,41,31,72,11112,9.73572,7.27002,17.0058,11096.8,4
396,0.102231,6.59477,6.69701,17,12,29,11132,12.4455,10.5385,22.984,11127.4,4
397,0.100942,6.52512,6.62606,28,22,50,11172,9.98655,8.39472,18.3813,11153.5,4
398,0.10198,7.38672,7.4887,18,15,33,11187,12.2402,11.4106,23.6508,11185.6,4
399,0.100404,8.01209,8.11249,24,32,56,11227,9.93332,8.54473,18.4781,11213.2,4
400,0.10333,4.34115,4.44448,11,10,21,11237,12.4535,11.2207,23.6742,11242.3,4
401,0.100777,7.46749,7.56827,36,20,56,11271,10.9468,8.83068,19.7775,11270.7,4
402,0.101224,4.64905,4.75027,13,7,20,11283,12.4337,10.7542,23.1879,11299.6,4
403,0.103324,6.50428,6.6076,35,21,56,11316,11.2381,8.04874,19.2869,11326.5,4
404,0.101692,4.72269,4.82438,17,9,26,11329,11.9518,10.6962,22.648,11355,4
405,0.103774,6.97133,7.0751,39,25,64,11369,10.5853,6.87524,17.4606,11380.5,4
406,0.104376,7.89692,8.0013,16,21,37,11397,11.3053,9.8474,21.1527,11410.7,4
407,0.102156,5.17702,5.27917,31,22,53,11432,9.80413,8.56275,18.3669,11435.3,4
408,0.103258,6.74894,6.8522,11,10,21,11448,12.2001,10.4651,22.6653,11465.9,4
409,0.103109,5.81878,5.92189,35,13,48,11478,9.74924,9.54537,19.2946,11492.1,4
410,0.102303,2.6506,2.7529,15,6,21,11488,12.3319,11.5858,23.9177,11519.8,4
411,0.101887,6.36558,6.46747,39,19,58,11520,9.7659,7.69537,17.4613,11544.7,4
412,0.102895,7.94366,8.04656,19,12,31,11537,11.7201,9.98745,21.7076,11575.4,4
413,0.103439,6.58634,6.68978,38,19,57,11574,10.2432,7.00667,17.2499,11600.4,4
414,0.103081,2.96193,3.06501,11,5,16,11587,11.8561,10.7437,22.5998,11627.1,4
415,0.10551,7.15981,7.26532,32,25,57,11621,10.2307,8.01252,18.2432,11653.6,4
416,0.105311,9.37215,9.47746,19,11,30,11636,11.175,11.5711,22.7461,11686.8,4
417,0.104948,3.04216,3.14711,42,12,54,11669,8.89766,8.61355,17.5112,11708.5,4
418,0.105477,5.25711,5.36258,14,6,20,11681,12.0537,11.3643,23.418,11738.3,4
419,0.105615,7.08273,7.18834,29,22,51,11717,10.5642,6.86089,17.4251,11763.9,4
420,0.107408,2.72665,2.83406,19,3,22,11729,12.1685,10.4617,22.6302,11790.3,4
421,0.106631,3.75083,3.85747,31,9,40,11757,11.3132,7.46115,18.7743,11814,4
422,0.107507,6.89748,7.00499,10,3,13,11768,12.8793,11.1618,24.0412,11846,4
423,0.108731,7.71725,7.82598,18,11,29,11785,11.7706,10.1324,21.903,11876.8,4
424,0.107562,5.67727,5.78483,8,4,12,11795,12.2957,11.3136,23.6093,11907.2,4
425,0.107617,4.79832,4.90594,36,15,51,11826,10.9571,7.46194,18.4191,11931.5,4
426,0.107226,3.68186,3.78908,19,5,24,11839,12.2376,10.6084,22.846,11959.1,4
427,0.108351,5.5122,5.62056,31,15,46,11864,10.0071,9.67535,19.6825,11985.4,4
428,0.109101,8.35286,8.46196,12,4,16,11873,12.4825,11.6271,24.1097,12019,4
429,0.109203,3.43122,3.54042,38,6,44,11903,10.9713,7.28499,18.2563,12041.8,4
430,0.109647,6.81793,6.92758,18,1,19,11915,12.4662,11.3173,23.7835,12073.5,4
431,0.1094,5.30147,5.41087,32,17,49,11948,10.6547,8.19648,18.8512,12098.8,4
432,0.110988,6.24984,6.36082,12,8,20,11964,12.3179,10.5914,22.9093,12129.1,4
433,0.108748,4.56992,4.67867,42,18,60,11999,10.1362,7.03989,17.1761,12151.9,4
434,0.109768,9.56846,9.67823,15,15,30,12020,11.284,11.0532,22.3373,12184.9,4
435,0.109831,5.76419,5.87402,37,11,48,12050,9.80479,8.16306,17.9679,12209.8,4
436,0.108778,7.24606,7.35484,15,12,27,12067,12.4266,10.1335,22.5601,12240.7,4
437,0.108586,8.09746,8.20605,31,43,74,12109,10.3913,7.31404,17.7054,12267.6,4
438,0.1067,7.94078,8.04748,11,13,24,12121,12.5394,11.445,23.9844,12300.7,4
439,0.111459,4.86704,4.9785,35,15,50,12153,9.94654,7.75678,17.7033,12324.4,4
440,0.110492,6.27629,6.38678,11,11,22,12165,12.7112,10.9696,23.6809,12355.4,4
441,0.107743,9.45664,9.56438,33,34,67,12206,10.0276,8.79231,18.8199,12384.8,4
442,0.10994,5.63528,5.74522,15,7,22,12221,12.5464,9.50237,22.0488,12413.6,4
443,0.109967,7.47074,7.5807,44,24,68,12270,8.90888,7.44929,16.3582,12438.6,4
444,0.111522,6.73732,6.84884,13,9,22,12283,12.412,11.1479,23.5599,12470,4
445,0.110776,5.36198,5.47276,37,17,54,12317,10.2773,8.34392,18.6212,12495.1,4
446,0.11345,6.33969,6.45314,16,8,24,12335,11.961,10.0997,22.0607,12524.6,4
447,0.111445,7.96916,8.08061,37,34,71,12372,9.87885,8.13761,18.0165,12551.7,4
448,0.111864,9.58401,9.69588,16,7,23,12385,12.086,11.2486,23.3346,12585.7,4
449,0.115106,7.62788,7.74299,31,35,66,12425,10.2607,8.43325,18.694,12613.2,4
450,0.112846,8.75754,8.87039,13,10,23,12436,12.5519,11.1489,23.7008,12646.7,4
451,0.114663,4.79561,4.91027,30,11,41,12459,10.2895,9.89634,20.1858,12672.8,4
452,0.113807,5.96136,6.07517,7,9,16,12470,12.8694,10.6436,23.513,12703.4,4
453,0.113034,5.48143,5.59446,37,15,52,12502,10.2469,8.19668,18.4436,12728.5,4
454,0.113803,6.70296,6.81676,8,10,18,12513,12.0418,11.5264,23.5682,12759.9,4
455,0.114158,6.15555,6.26971,14,12,26,12528,12.2442,10.5782,22.8224,12790,4
456,0.114323,9.05124,9.16557,10,5,15,12537,12.1922,12.3887,24.5809,12824.7,4
457,0.114767,5.67186,5.78663,35,10,45,12561,10.9189,8.34501,19.264,12850.8,4
458,0.113151,8.92142,9.03457,16,20,36,12582,11.5458,12.4231,23.9689,12884.8,4
459,0.114791,7.38763,7.50242,45,23,68,12620,10.7675,7.37283,18.1403,12911.4,4
460,0.116176,9.10548,9.22166,18,6,24,12637,12.0751,10.3451,22.4202,12944.1,4
461,0.114702,7.46874,7.58344,37,17,54,12671,9.93748,8.66381,18.6013,12971.3,4
462,0.117065,8.75971,8.87677,15,16,31,12689,11.54,11.3048,22.8448,13004,4
463,0.115776,4.79752,4.9133,32,25,57,12723,11.1277,7.45129,18.579,13028.5,4
464,0.114701,6.09087,6.20558,17,12,29,12738,12.2718,10.512,22.7839,13058.5,4
465,0.116605,7.62539,7.74199,33,37,70,12778,9.81503,8.3096,18.1246,13085.3,4
466,0.117747,7.63319,7.75094,21,10,31,12796,11.8969,10.3312,22.2281,13116.3,4
467,0.119039,8.68347,8.80251,40,26,66,12834,10.0501,8.4952,18.5453,13144.7,4
468,0.118773,5.04472,5.16349,13,6,19,12845,11.6256,11.2703,22.8959,13173.7,4
469,0.118257,6.89562,7.01388,27,37,64,12888,9.43225,8.48065,17.9129,13199.7,4
470,0.116722,8.36608,8.48281,18,17,35,12904,11.4469,12.2237,23.6706,13232.8,4
471,0.118928,9.58397,9.7029,34,38,72,12934,10.7345,9.96088,20.6954,13264.2,4
472,0.119334,7.39276,7.51209,12,15,27,12944,12.9437,10.6069,23.5506,13296.3,4
473,0.118577,5.68395,5.80253,43,20,63,12983,8.97004,8.19342,17.1635,13320.3,4
474,0.11877,6.97479,7.09356,20,9,29,12997,12.814,10.5145,23.3285,13351.7,4
475,0.119445,8.18705,8.30649,48,20,68,13031,10.6453,7.17448,17.8198,13378.8,4
476,0.118773,6.65965,6.77842,18,7,25,13049,12.141,10.3506,22.4916,13409.1,4
477,0.119438,7.55414,7.67358,38,35,73,13098,8.89549,7.83618,16.7317,13434.5,4
478,0.118607,9.22098,9.33959,20,13,33,13113,12.214,11.6742,23.8882,13468.7,4
479,0.118155,7.00985,7.12801,38,22,60,13140,10.5688,8.84268,19.4115,13496.3,4
480,0.121567,5.97589,6.09746,15,8,23,13155,11.6912,10.8651,22.5563,13526,4
481,0.117307,6.52407,6.64138,38,22,60,13190,9.91291,9.0978,19.0107,13552.6,4
482,0.117897,7.22987,7.34776,16,2,18,13206,12.0212,9.82507,21.8463,13582.8,4
483,0.120191,3.19904,3.31923,37,7,44,13231,10.2159,9.28012,19.496,13606.6,4
484,0.120486,6.52091,6.64139,13,10,23,13243,12.4283,11.1843,23.6126,13637.9,4
485,0.118607,6.41034,6.52895,36,20,56,13275,9.93109,8.01765,17.9488,13663.4,4
486,0.12146,5.9504,6.07186,11,5,16,13284,12.7923,11.3593,24.1516,13694.6,4
487,0.121533,5.13042,5.25195,16,9,25,13300,11.9616,10.6413,22.6029,13723.5,4
488,0.120156,6.52372,6.64388,12,7,19,13311,12.5312,11.7122,24.2434,13755.3,4
489,0.122784,5.04811,5.1709,25,21,46,13335,10.3157,10.5618,20.8775,13782.4,4
490,0.12044,7.65211,7.77256,12,7,19,13350,11.9346,11.4628,23.3974,13814.6,4
491,0.12272,9.25941,9.38213,31,28,59,13390,10.0037,8.49758,18.5013,13843.5,4
492,0.123499,5.3626,5.4861,15,7,22,13402,11.9102,12.241,24.1512,13874.1,4
493,0.122582,5.20701,5.32959,31,17,48,13432,10.8214,8.56907,19.3905,13899.8,4
494,0.123206,8.40264,8.52584,19,15,34,13448,11.7039,11.533,23.237,13932.6,4
495,0.123648,3.78925,3.9129,29,17,46,13475,10.4213,9.15863,19.5799,13957.1,4
496,0.121507,4.14276,4.26427,10,11,21,13483,12.6856,12.0401,24.7257,13987.1,4
497,0.121769,6.83405,6.95582,27,22,49,13514,10.8821,9.10993,19.9921,14015,4
498,0.122121,8.27148,8.39361,17,10,27,13529,12.2139,10.6009,22.8148,14047.3,4
499,0.123377,5.02102,5.1444,35,25,60,13564,10.0539,7.86802,17.9219,14071.3,4
500,0.123896,6.45488,6.57877,12,16,28,13577,12.7327,11.0005,23.7332,14102.6,4
501,0.12414,7.54046,7.6646,45,21,66,13613,10.0528,7.32876,17.3816,14128.7,4
502,0.12588,9.09673,9.22261,20,7,27,13622,12.1086,11.4122,23.5208,14162.4,4
503,0.125819,5.5653,5.69112,38,19,57,13647,11.3846,9.0486,20.4332,14189.6,4
504,0.124763,5.64977,5.77453,16,12,28,13662,11.5525,11.1912,22.7437,14219.1,4
505,0.125582,4.18609,4.31167,41,21,62,13695,9.94525,8.68249,18.6278,14243,4
506,0.126207,7.63259,7.7588,18,13,31,13713,12.376,10.8196,23.1956,14275,4
507,0.124701,8.48202,8.60672,54,19,73,13763,9.04677,7.09854,16.1453,14300.7,4
508,0.123633,5.26821,5.39184,15,6,21,13774,12.248,11.0107,23.2587,14330.4,4
509,0.123994,7.7802,7.90419,37,29,66,13808,10.56,8.92451,19.4845,14358.8,4
510,0.127342,6.67277,6.80012,13,11,24,13822,12.4027,10.8429,23.2457,14389.8,4
511,0.126777,6.59429,6.72107,37,27,64,13864,7.77224,9.38106,17.1533,14414.7,4
512,0.12653,8.88872,9.01525,15,11,26,13878,11.75,11.463,23.213,14448,4
513,0.127936,5.49834,5.62627,30,29,59,13917,11.5613,7.07158,18.6328,14473.2,4
514,0.127557,7.55296,7.68052,18,9,27,13927,12.3815,11.0854,23.4669,14505.4,4
515,0.12875,4.38415,4.5129,24,10,34,13947,12.0001,9.35842,21.3585,14532.3,4
516,0.129365,4.93425,5.06362,13,10,23,13960,12.3733,10.6224,22.9958,14561.3,4
517,0.129094,8.73386,8.86295,30,26,56,13992,11.1737,8.91635,20.0901,14591.3,4
518,0.127832,6.19816,6.32599,9,5,14,13998,12.5374,12.304,24.8415,14623.4,4
519,0.127632,7.30948,7.43711,16,10,26,14016,12.0337,9.32078,21.3545,14653.2,4
520,0.128309,9.36541,9.49372,10,9,19,14027,11.9838,11.9193,23.9032,14687.6,4
521,0.129558,5.40908,5.53863,31,9,40,14046,10.9015,10.7054,21.6069,14715.8,4
522,0.127495,7.22879,7.35628,14,9,23,14059,12.2573,11.2599,23.5173,14747.7,4
523,0.129848,5.02399,5.15384,34,18,52,14093,10.595,7.40904,18.0041,14771.8,4
524,0.128087,6.45022,6.57831,34,23,57,14124,10.5589,7.85631,18.4152,14797.8,4
525,0.129725,7.54818,7.6779,23,16,39,14143,11.8794,10.2597,22.1391,14828.7,4
526,0.127848,9.36854,9.49639,48,32,80,14186,10.6653,7.63341,18.2987,14857.5,4
527,0.130268,5.10017,5.23044,16,7,23,14195,12.5504,11.0268,23.5773,14887.3,4
528,0.128304,8.26268,8.39099,36,38,74,14232,10.863,7.47682,18.3399,14915,4
529,0.130989,10.0012,10.1322,16,18,34,14251,12.0019,11.5407,23.5426,14949.7,4
530,0.131628,8.01127,8.1429,36,31,67,14291,10.4561,9.57705,20.0332,14978.9,4
531,0.132834,5.34232,5.47515,17,4,21,14300,11.9549,11.695,23.6498,15009,4
532,0.130922,5.26818,5.3991,47,16,63,14334,10.2708,8.05268,18.3235,15033.7,4
533,0.132082,5.75643,5.88851,17,16,33,14352,12.0545,10.7131,22.7676,15063.4,4
534,0.132178,6.29496,6.42714,37,28,65,14385,10.5852,8.38201,18.9673,15089.8,4
535,0.133738,5.82489,5.95863,12,9,21,14399,11.9554,10.7087,22.6641,15119.4,4
536,0.133693,6.38183,6.51553,36,20,56,14430,9.55793,8.91611,18.4741,15145.4,4
537,0.132157,7.08327,7.21543,22,8,30,14440,12.394,10.9747,23.3687,15177,4
538,0.132256,5.56561,5.69786,39,21,60,14482,10.4211,6.89819,17.3193,15201,4
539,0.134079,7.46914,7.60322,17,13,30,14497,11.5389,11.602,23.1409,15232.8,4
540,0.133119,8.74441,8.87753,38,13,51,14522,12.0452,8.26651,20.3117,15262.9,4
541,0.133575,4.96211,5.09568,14,9,23,14537,12.4264,10.9144,23.3408,15292.4,4
542,0.134924,8.55526,8.69019,19,15,34,14555,12.2079,10.0592,22.2672,15324.4,4
543,0.134997,8.96467,9.09967,12,9,21,14564,12.5959,12.0762,24.6722,15359.1,4
544,0.134203,9.59097,9.72517,27,23,50,14596,11.3779,8.46894,19.8468,15389.7,4
545,0.134656,9.26192,9.39658,17,13,30,14610,12.601,11.0384,23.6394,15423.7,4
546,0.134422,9.66099,9.79541,38,34,72,14647,11.073,8.55067,19.6237,15454.2,4
547,0.134903,9.89169,10.0266,19,13,32,14664,11.6341,10.9463,22.5804,15487.8,4
548,0.133173,4.65191,4.78508,34,13,47,14690,11.4435,8.58486,20.0284,15513.6,4
549,0.137883,4.88838,5.02627,22,8,30,14703,12.5822,10.2446,22.8268,15542.5,4
550,0.135676,5.26553,5.4012,42,21,63,14737,10.2531,8.17517,18.4283,15567.3,4
551,0.13759,5.75088,5.88847,23,15,38,14753,12.577,10.5889,23.1659,15597.3,4
552,0.136296,5.49884,5.63513,37,20,57,14778,10.6658,8.80901,19.4748,15623.5,4
553,0.136154,5.97468,6.11083,18,11,29,14793,12.0921,10.2349,22.3271,15652.9,4
554,0.138159,6.52798,6.66614,35,23,58,14820,11.083,8.13204,19.2151,15679.8,4
555,0.137826,6.594,6.73183,24,11,35,14836,12.0978,10.8577,22.9555,15710.5,4
556,0.137212,7.1479,7.28511,32,33,65,14873,10.6126,8.42266,19.0352,15737.8,4
557,0.138189,6.92541,7.0636,24,11,35,14894,11.4403,11.0644,22.5048,15768.4,4
558,0.131586,5.58133,5.71291,36,36,72,14928,10.1914,7.96493,18.1564,15793.3,4
559,0.138542,6.3814,6.51994,18,12,30,14940,12.7748,10.9205,23.6954,15824.5,4
560,0.138633,6.52831,6.66695,27,27,54,14966,11.283,8.41475,19.6977,15851.8,4
561,0.13959,6.37886,6.51845,14,7,21,14975,13.0427,10.9061,23.9489,15883.3,4
562,0.1398,6.92142,7.06122,36,30,66,15015,8.89203,9.29685,18.1889,15909.6,4
563,0.139661,7.0826,7.22227,13,14,27,15034,12.1648,10.9422,23.107,15940.9,4
564,0.137785,7.93184,8.06963,35,25,60,15068,10.9395,8.26988,19.2094,15969.2,4
565,0.135018,7.776,7.91102,23,10,33,15083,12.2739,10.7706,23.0445,16001.1,4
566,0.137771,7.70408,7.84185,41,26,67,15117,10.2646,8.41422,18.6788,16028.7,4
567,0.138465,8.47601,8.61447,19,14,33,15133,11.7805,11.0773,22.8578,16061.1,4
568,0.138834,8.40693,8.54576,26,29,55,15159,10.5597,10.1646,20.7243,16091.4,4
