,iteration, 2MiB get time, recover pysical , sum getting time, former flip, later flip, sum flip, flip in page, form time, later time, searching time, entire time,dump
48,49,0.0294639,7.86643,7.8959,18,4,1485,1580,10.0321,10.4087,10.0321,998.57356,0
49,50,0.0321134,4.62558,4.65769,35,17,1537,1629,8.47913,7.42626,15.9054,1019.13665,0
50,51,0.0281575,3.59227,3.62043,23,3,1563,1653,12.0546,9.87775,21.9324,1044.68948,0
51,52,0.0318793,8.08878,8.12066,43,23,1629,1715,8.59828,7.04944,15.6477,1068.45784,0
52,53,0.0315807,4.69086,4.72244,15,5,1644,1735,12.537,9.57221,12.536990000000001,1085.71727,0
53,54,0.0292412,5.47667,5.50591,29,12,1685,1774,9.61327,8.05453,17.6678,1108.8909800000001,0
54,55,0.0320737,7.72048,7.75255,13,10,1698,1796,12.3689,9.92471,12.368990000000002,1129.0125200000002,0
55,56,0.0315037,5.64894,5.68044,30,21,1749,1845,9.58459,7.37539,16.96,1151.6529600000001,0
56,57,0.0303891,7.38236,7.41275,14,8,1763,1867,10.7302,10.7865,10.7302,1169.79591,0
57,58,0.0323529,8.71949,8.75184,34,18,1815,1917,9.38552,6.60889,15.9944,1194.54215,0
58,59,0.0327809,8.18254,8.21532,14,11,1829,1938,11.3808,10.5744,11.3808,1214.13827,0
59,60,0.0319274,2.15911,2.19103,35,8,1872,1978,10.0642,7.01375,17.0779,1233.4071999999999,0
60,61,0.0324126,3.74833,3.78074,11,2,1883,1991,12.2186,11.1015,12.2186,1249.40654,0
61,62,0.0319764,6.2819,6.31387,27,25,1935,2041,8.59981,8.35186,16.9517,1272.67211,0
62,63,0.034248,3.99843,4.03268,11,2,1946,2051,12.446,10.7295,12.446,1289.15079,0
63,64,0.0337506,6.50623,6.53998,21,17,1984,2085,10.7924,7.48109,18.2735,1313.96427,0
64,65,0.032287,8.75667,8.78896,11,7,1995,2101,11.5627,11.1269,11.5627,1334.31593,0
65,66,0.032877,4.64229,4.67516,30,15,2040,2145,9.84817,7.62919,17.4774,1356.46849,0
66,67,0.0324254,6.25661,6.28903,12,4,2052,2160,12.0907,10.351,12.0908,1374.84832,0
67,68,0.0339793,8.47469,8.50867,16,14,2068,2189,10.0505,10.7346,10.0505,1393.40749,0
68,69,0.0347012,5.34261,5.37731,13,2,2081,2202,12.0527,11.1534,12.0528,1410.8376,0
69,70,0.035752,3.87452,3.91027,26,8,2115,2233,9.65394,8.05987,17.7138,1432.4616700000001,0
70,71,0.0343153,5.44218,5.47649,13,4,2128,2249,12.2564,10.016,12.256400000000001,1450.1945600000001,0
71,72,0.0345719,2.47192,2.50649,31,7,2166,2284,9.74624,7.99253,17.7388,1470.4398500000002,0
72,73,0.0359384,8.65828,8.69422,18,14,2184,2312,11.3678,10.2969,11.3677,1490.5017700000003,0
73,74,0.033526,4.78255,4.81607,32,12,2228,2353,9.59562,7.10227,16.6979,1512.0157400000003,0
74,75,0.0329108,5.01721,5.05012,13,4,2241,2368,12.063,10.8949,12.063099999999999,1529.1289600000002,0
75,76,0.0354605,3.99465,4.03011,41,9,2291,2416,8.30123,7.46044,15.7617,1548.9207700000002,0
76,77,0.0356094,7.94164,7.97725,9,10,2300,2434,11.9094,11.4266,11.909399999999998,1568.80742,0
77,78,0.0370924,7.86511,7.9022,33,35,2368,2495,8.41361,6.17311,14.5867,1591.2963200000002,0
78,79,0.0361493,5.88584,5.92199,12,10,2380,2515,12.3867,10.8154,12.386700000000001,1609.6050100000002,0
79,80,0.0360288,7.08858,7.12461,34,23,2437,2569,8.39067,7.01895,15.4096,1632.1392200000003,0
80,81,0.0363815,8.9111,8.94748,13,7,2450,2589,11.5192,10.9469,11.519300000000001,1652.6060000000002,0
81,82,0.0356082,4.22617,4.26178,38,11,2499,2632,9.77833,6.61266,16.391,1673.2587800000001,0
82,83,0.0382644,4.86501,4.90328,15,6,2514,2652,11.5369,10.7008,11.536900000000001,1689.6989600000002,0
83,84,0.0366139,8.74304,8.77965,33,22,2569,2704,8.55247,6.84506,15.3976,1713.8762100000001,0
84,85,0.0384783,7.86596,7.90444,12,10,2581,2725,11.7316,10.4247,11.731700000000002,1733.5123500000002,0
85,86,0.0382754,6.51916,6.55744,35,22,2638,2780,8.58581,7.34553,15.9314,1756.0011900000002,0
86,87,0.0360964,6.90454,6.94064,10,14,2648,2800,12.2455,10.4472,12.245499999999998,1775.1873300000002,0
87,88,0.0386808,2.25184,2.29052,28,6,2682,2830,11.017,7.65597,18.673,1796.1508500000002,0
88,89,0.040106,6.99906,7.03916,9,7,2691,2846,12.3882,9.80746,12.388139999999998,1815.5781500000003,0
89,90,0.0373205,6.9179,6.95523,36,17,2744,2897,8.41711,8.03714,16.4543,1838.9876800000002,0
90,91,0.039275,6.2754,6.31467,14,4,2758,2914,12.0417,10.0171,12.041800000000002,1857.3441500000001,0
91,92,0.0378791,5.55636,5.59423,34,12,2804,2955,9.12013,7.57096,16.6911,1879.62948,0
92,93,0.0373543,5.81953,5.85688,16,9,2820,2976,11.8548,10.3485,11.8548,1897.34116,0
93,94,0.0391493,5.88776,5.92691,30,19,2869,3021,9.11981,7.23921,16.359,1919.62707,0
94,95,0.0396951,6.61972,6.65942,15,7,2884,3041,12.6389,10.1317,12.638900000000001,1938.92539,0
95,96,0.0383612,2.97743,3.01579,25,4,2913,3066,9.54511,9.31755,18.8627,1960.8038800000002,0
96,97,0.0396808,4.39232,4.432,10,5,2923,3079,11.9484,11.177,11.9484,1977.1842800000002,0
97,98,0.042317,5.37731,5.41963,25,18,2966,3116,10.2998,8.19429,18.4941,2001.0980100000002,0
98,99,0.0410098,6.7772,6.81821,11,4,2977,3130,11.9791,10.6974,11.9792,2019.89542,0
99,100,0.042042,8.27371,8.31575,13,12,2990,3153,11.8035,10.3126,11.8036,2040.01477,0
100,101,0.0414064,9.02789,9.0693,9,8,2999,3169,11.9784,12.0334,11.9783,2061.06237,0
101,102,0.0406642,5.78285,5.82351,27,12,3038,3205,9.28218,8.52058,17.8028,2084.68868,0
102,103,0.0413081,8.88927,8.93058,10,14,3048,3223,12.2869,11.7178,12.2869,2105.90616,0
103,104,0.0417376,5.09537,5.13711,23,9,3080,3252,11.125,8.86953,19.9946,2131.03787,0
104,105,0.0419163,7.097,7.13892,10,8,3090,3269,12.1045,10.5191,12.1045,2150.28129,0
105,106,0.042356,8.68096,8.72332,21,20,3131,3308,11.271,6.96852,18.2396,2177.24421,0
106,107,0.0430589,7.24395,7.28701,10,15,3141,3331,11.4451,10.5851,11.4451,2195.9763199999998,0
107,108,0.0415227,8.77397,8.8155,42,33,3216,3400,7.56659,7.68333,15.2499,2220.0417199999997,0
108,109,0.0442218,4.64806,4.69228,14,9,3230,3421,11.1336,10.2644,11.1336,2235.8675999999996,0
109,110,0.0414557,6.60021,6.64167,32,24,3286,3471,9.11314,7.84483,16.958,2259.4672699999996,0
110,111,0.0419593,7.54484,7.5868,13,10,3299,3489,11.6869,10.5021,11.6869,2278.74097,0
111,112,0.0424907,8.80289,8.84538,30,28,3357,3544,9.37964,7.03223,16.4119,2303.9982499999996,0
112,113,0.0426006,7.00804,7.05064,13,16,3370,3567,11.8777,11.0233,11.877699999999999,2322.9265899999996,0
113,114,0.0432773,5.66432,5.70759,33,24,3427,3614,9.83918,7.34445,17.1837,2345.8178799999996,0
114,115,0.0419915,7.63174,7.67374,17,4,3444,3634,11.462,10.0029,11.4619,2364.9535199999996,0
115,116,0.0436001,9.1861,9.2297,31,27,3502,3684,10.2338,6.7758,17.0096,2391.1928199999998,0
116,117,0.0449727,5.51932,5.56429,21,7,3530,3708,10.8272,10.4478,21.275,2418.0321099999996,0
117,118,0.0447627,6.89563,6.9404,35,22,3587,3756,9.26531,7.85007,17.1154,2442.0879099999997,0
118,119,0.0432892,5.2157,5.25899,16,4,3603,3773,10.9928,10.9212,10.9928,2458.3396999999995,0
119,120,0.0445968,9.58243,9.62703,33,27,3663,3827,8.08577,7.48987,15.5757,2483.5424299999995,0
120,121,0.0459097,5.94264,5.98855,13,7,3676,3846,11.9221,10.1432,11.9221,2501.4530799999993,0
121,122,0.0434839,7.62348,7.66696,35,16,3727,3888,9.58222,8.01855,17.6008,2526.7208399999995,0
122,123,0.0425257,8.94019,8.98272,18,13,3745,3912,10.917,11.3974,10.9171,2546.6206599999996,0
123,124,0.0431846,5.51471,5.55789,34,28,3807,3965,9.9822,6.72558,16.7078,2568.8863499999998,0
124,125,0.0447015,6.33415,6.37885,11,11,3818,3983,12.2336,11.6716,12.2337,2587.4988999999996,0
125,126,0.0455291,7.46315,7.50868,35,18,3871,4020,10.5255,7.87801,18.4035,2613.4110799999994,0
126,127,0.043593,5.75382,5.79741,13,7,3884,4039,12.3802,10.3923,12.3802,2631.5886899999996,0
127,128,0.0458325,9.59552,9.64135,28,22,3934,4079,10.6762,7.25019,17.9264,2659.1564399999997,0
128,129,0.0457677,1.43642,1.48219,11,0,3945,4089,11.8574,11.5331,11.8574,2672.49603,0
129,130,0.0484633,4.49819,4.54665,31,15,3991,4129,9.11259,7.533,16.6456,2693.68828,0
130,131,0.0477201,3.35445,3.40217,12,4,4003,4143,11.9814,11.0861,11.981399999999999,2709.07185,0
131,132,0.0462209,5.22045,5.26667,10,11,4013,4164,11.8807,9.67926,11.88074,2726.21926,0
132,133,0.0458476,5.88634,5.93219,8,8,4021,4178,12.5353,10.4653,12.5354,2744.68685,0
133,134,0.0452532,2.48734,2.53259,28,4,4053,4202,10.5521,9.62394,20.1761,2767.39554,0
134,135,0.0472447,5.88687,5.93411,14,3,4067,4215,12.3654,10.0608,12.365400000000001,2785.69505,0
135,136,0.0472981,6.45168,6.49898,35,21,4123,4262,8.57551,6.85087,15.4264,2807.62043,0
136,137,0.047038,7.38643,7.43347,14,12,4137,4284,11.874,10.437,11.874,2826.9279,0
137,138,0.049028,5.5565,5.60553,31,9,4177,4318,9.92367,7.91762,17.8413,2850.37473,0
138,139,0.0501466,8.49769,8.54783,14,8,4191,4336,11.6982,10.7613,11.698199999999998,2870.62076,0
139,140,0.0478563,3.79268,3.84053,38,19,4248,4389,7.91573,7.10484,15.0206,2889.4818899999996,0
140,141,0.0495234,4.73317,4.78269,12,9,4260,4404,11.3903,11.2173,11.390300000000002,2905.6548799999996,0
141,142,0.0511034,5.2728,5.3239,39,15,4314,4451,8.92517,6.55996,15.4851,2926.46388,0
142,143,0.0483731,5.88849,5.93686,13,16,4327,4475,11.402,10.3973,11.402,2943.8027399999996,0
143,144,0.0488805,5.17721,5.22609,33,21,4381,4520,10.2391,6.86936,17.1085,2966.1373299999996,0
144,145,0.0497566,4.86833,4.91809,18,6,4399,4539,12.7355,9.88657,12.735529999999999,2983.7909499999996,0
145,146,0.0411644,9.37298,9.41415,40,36,4475,4601,8.881,6.26896,15.15,3008.3550999999998,0
146,147,0.049709,4.41593,4.46564,14,7,4489,4618,11.7309,10.8947,11.730899999999998,3024.5516399999997,0
147,148,0.0493482,8.09002,8.13937,29,21,4539,4664,9.10658,9.36838,18.475,3051.1660099999995,0
148,149,0.0510171,5.19429,5.24531,12,10,4551,4681,12.2541,10.228,12.2541,3068.6654199999994,0
149,150,0.0511626,7.50261,7.55377,43,26,4620,4733,10.5634,7.41469,17.9781,3094.197289999999,0
150,151,0.0507692,4.9701,5.02087,15,10,4635,4754,11.9294,10.292,11.929499999999999,3111.147659999999,0
151,152,0.0517664,5.04322,5.09499,35,25,4695,4802,10.0044,6.89309,16.8975,3133.1401499999993,0
152,153,0.052087,3.18131,3.2334,10,13,4705,4822,11.9394,10.7241,11.9394,3148.312949999999,0
153,154,0.0506499,6.50346,6.55411,30,25,4760,4869,9.84147,7.34695,17.1884,3172.055459999999,0
154,155,0.0523505,8.2715,8.32385,13,13,4773,4892,11.8037,10.4416,11.803700000000001,3192.1830099999993,0
155,156,0.0512678,5.20919,5.26046,27,20,4820,4938,9.64195,7.25715,16.8991,3214.3425699999993,0
156,157,0.0510544,6.50323,6.55428,10,11,4830,4958,12.1909,10.0027,12.190999999999999,3233.0878499999994,0
157,158,0.0538374,5.12624,5.18008,38,7,4875,4994,10.4028,7.61083,18.0136,3256.2815299999993,0
158,159,0.0523415,6.51812,6.57046,6,9,4881,5007,12.3837,11.1064,12.383700000000001,3275.2356899999995,0
159,160,0.0494944,7.1565,7.20599,32,20,4933,5054,8.71644,7.38844,16.1049,3298.5465799999997,0
160,161,0.0515005,7.38546,7.43696,12,6,4945,5067,12.2073,10.9689,12.207300000000002,3318.1908399999998,0
161,162,0.0543636,4.78253,4.8369,32,12,4989,5100,11.0718,7.4497,18.5215,3341.54924,0
162,163,0.0514001,6.60203,6.65343,12,4,5001,5115,12.8975,10.8141,12.8975,3361.1001699999997,0
163,164,0.0547277,8.26377,8.31849,15,16,5016,5142,11.5295,8.47292,11.529480000000001,3380.9481399999995,0
164,165,0.0534548,9.37436,9.42782,4,10,5020,5154,12.6554,11.9376,12.6554,3403.0313599999995,0
165,166,0.0528366,5.321,5.37384,29,13,5062,5189,9.73287,7.75157,17.4845,3425.8896999999997,0
166,167,0.0530973,6.90478,6.95788,12,7,5074,5206,12.0647,10.6605,12.0647,3444.9122799999996,0
167,168,0.0543876,4.86865,4.92303,34,15,5123,5247,10.4097,7.8653,18.2751,3468.11041,0
168,169,0.0553042,6.28643,6.34174,15,8,5138,5264,11.8968,11.0084,11.8969,3486.34905,0
169,170,0.0529893,6.11735,6.17034,34,17,5189,5309,9.6026,7.04543,16.6481,3509.16749,0
170,171,0.0544532,7.7927,7.84715,16,8,5205,5327,10.6371,10.9344,10.6371,3527.65174,0
171,172,0.0559285,5.17771,5.23364,34,21,5260,5375,9.63303,6.61396,16.247,3549.13238,0
172,173,0.054578,5.73006,5.78464,12,13,5272,5398,11.3893,10.5199,11.389299999999999,3566.30632,0
173,174,0.0561107,6.74439,6.8005,35,20,5327,5440,10.2295,7.02232,17.2519,3590.35872,0
174,175,0.0556613,8.49776,8.55342,15,9,5342,5460,11.5377,9.79768,11.53772,3610.44986,0
175,176,0.0550645,5.10129,5.15636,30,24,5396,5507,9.75661,7.33242,17.089,3632.69522,0
176,177,0.0559472,6.11224,6.16818,11,16,5407,5526,12.7079,9.97819,12.70801,3651.57141,0
177,178,0.0577292,7.79267,7.8504,34,19,5460,5571,9.37833,7.03156,16.4099,3675.83171,0
178,179,0.0576323,9.54235,9.59998,17,15,5477,5597,9.8188,11.372,9.8188,3695.25049,0
179,180,0.0576996,5.72985,5.78755,34,23,5534,5644,9.79514,6.38993,16.1851,3717.22314,0
180,181,0.0569682,6.91048,6.96744,18,11,5552,5664,12.2325,10.4712,12.232600000000001,3736.4231800000002,0
181,182,0.0571872,8.65796,8.71515,38,15,5605,5710,9.41109,7.53932,16.9504,3762.0887300000004,0
182,183,0.0570341,4.70056,4.75759,16,4,5621,5729,10.9249,10.2092,10.925,3777.7713200000003,0
183,184,0.0565738,5.96126,6.01783,41,14,5676,5774,9.42252,7.04943,16.472,3800.2611500000003,0
184,185,0.0580157,8.03731,8.09532,15,9,5691,5790,12.6974,10.2342,12.6974,3821.05387,0
185,186,0.0579221,6.44742,6.50535,14,5,5705,5806,12.034,10.8253,12.0341,3839.5933200000004,0
186,187,0.0344599,1.05365,1.08811,0,0,5705,5806,11.4922,1.43e-07,11.492199857000001,3852.1736298570004,1
187,188,0.0334152,1.05353,1.08695,0,0,5705,5806,11.6689,1.9e-07,11.668899810000001,3864.9294796670006,2
188,189,0.058417,4.73246,4.79088,36,12,5753,5845,8.60355,7.98928,16.5928,3886.3131596670005,2
189,190,0.0562584,4.72896,4.78521,17,8,5770,5862,11.8287,10.7023,11.8287,3902.9270696670005,2
190,191,0.0596926,6.25302,6.31271,41,19,5830,5913,8.28717,6.72939,15.0166,3924.2563796670006,2
191,192,0.0583797,7.95599,8.01437,15,10,5845,5931,10.7051,11.6952,10.705100000000002,3942.9758496670006,2
192,193,0.0604071,5.84483,5.90524,35,14,5894,5970,10.3388,6.94069,17.2795,3966.1605896670007,2
193,194,0.0599338,6.90368,6.96362,9,9,5903,5983,12.5424,10.9701,12.542499999999999,3985.6667096670008,2
194,195,0.0340801,0.848806,0.882886,0,0,5903,5983,10.3502,1.8e-07,10.35029982,3996.899895487001,3
195,196,0.034014,0.850658,0.884672,0,0,5903,5983,10.6666,1.33e-07,10.666599867,4008.451167354001,4
196,197,0.0587481,5.44221,5.50095,27,11,5941,6013,10.7683,7.98926,18.7576,4032.709717354001,4
197,198,0.0584076,8.03874,8.09715,11,7,5952,6027,12.2627,11.4005,12.2627,4053.069567354001,4
198,199,0.0590428,5.04605,5.10509,13,7,5965,6042,11.657,10.3996,11.657,4069.831657354001,4
199,200,0.0592516,7.85376,7.91301,12,8,5977,6056,11.8874,11.0473,11.8875,4089.632167354001,4
200,201,0.0593383,9.03189,9.09123,27,17,6021,6094,9.60256,8.8947,18.4973,4117.2206973540015,4
201,202,0.0588639,9.18605,9.24491,16,7,6037,6113,12.0285,10.0844,12.0285,4138.494107354001,4
202,203,0.0601274,9.37622,9.43635,35,24,6096,6159,9.59966,7.54833,17.148,4165.078457354001,4
203,204,0.0596518,4.41526,4.47491,12,5,6108,6174,11.76,10.8967,11.760000000000002,4181.3133673540015,4
204,205,0.0576097,4.96161,5.01922,33,19,6160,6216,10.4418,7.28068,17.7225,4204.055087354001,4
205,206,0.0574449,5.82464,5.88208,7,8,6167,6226,12.6161,11.3499,12.616100000000001,4222.553267354001,4
206,207,0.0609874,6.0944,6.15539,44,25,6236,6277,9.28482,6.25477,15.5396,4244.248257354001,4
207,208,0.0590793,2.4574,2.51648,16,1,6252,6293,11.1021,11.0209,11.102100000000002,4257.866837354001,4
208,209,0.0598186,7.0568,7.11662,37,21,6310,6342,10.4509,6.67589,17.1268,4282.110257354001,4
209,210,0.0583907,5.36613,5.42452,19,5,6329,6361,11.4538,9.98052,11.45388,4298.988657354001,4
210,211,0.0589004,4.00591,4.06481,33,19,6381,6399,9.79277,8.45634,18.2491,4321.3025673540005,4
211,212,0.0607389,6.24522,6.30596,17,8,6398,6419,12.1211,9.69745,12.12115,4339.729677354,4
212,213,0.0613143,4.26587,4.32718,40,8,6446,6458,10.6216,7.70128,18.3229,4362.3797573540005,4
213,214,0.0622317,7.70352,7.76576,19,9,6465,6483,11.611,9.57167,11.611030000000001,4381.756547354001,4
214,215,0.0612683,8.40062,8.46189,39,28,6532,6536,9.7284,9.05623,18.7846,4409.003037354001,4
215,216,0.0623009,6.75008,6.81238,17,11,6549,6559,12.0405,11.0657,12.040500000000002,4427.855917354002,4
216,217,0.0636998,6.67387,6.73757,38,17,6604,6600,10.473,7.49724,17.9703,4452.563787354002,4
217,218,0.0622662,8.92185,8.98412,18,4,6622,6618,11.1932,11.1724,11.193100000000001,4472.741007354001,4
218,219,0.0615534,8.19344,8.25499,34,17,6673,6659,10.2851,7.06969,17.3549,4498.350897354001,4
219,220,0.0633492,3.76054,3.82389,14,3,6687,6672,11.6399,10.9592,11.6399,4513.814687354001,4
220,221,0.0638491,5.04786,5.11171,29,17,6733,6709,10.003,7.50582,17.5088,4536.435197354001,4
221,222,0.0617076,5.84722,5.90893,19,12,6752,6732,11.275,10.3428,11.274999999999999,4553.619127354001,4
222,223,0.0645336,7.88339,7.94792,37,29,6818,6781,9.57646,6.22306,15.7995,4577.366547354,4
223,224,0.064731,6.32774,6.39247,18,6,6836,6801,12.1388,9.59079,12.138810000000001,4595.897827354001,4
224,225,0.0628196,4.31784,4.38066,33,16,6885,6837,9.82255,8.51581,18.3384,4618.616887354001,4
225,226,0.0620228,7.12623,7.18825,15,7,6900,6857,12.0821,10.0413,12.0821,4637.887237354001,4
226,227,0.0631794,3.94463,4.00781,30,12,6942,6894,9.93954,9.03431,18.9739,4660.868947354001,4
227,228,0.0638811,8.64376,8.70765,14,17,6956,6916,11.0805,11.693,11.080599999999999,4680.657197354,4
228,229,0.0626377,6.67683,6.73947,30,16,7002,6952,9.43913,8.05658,17.4957,4704.892367354,4
229,230,0.0624249,8.26108,8.32351,9,4,7011,6962,12.3995,11.7702,12.399499999999998,4725.615377354,4
230,231,0.065025,4.49809,4.56312,23,9,7043,6989,11.1074,8.78343,19.8909,4750.069397354,4
231,232,0.0643496,3.24093,3.30528,14,2,7057,7003,11.9285,11.0781,11.9285,4765.303177354,4
232,233,0.0644465,6.67346,6.7379,27,10,7094,7034,10.2834,8.34719,18.6306,4790.671677353999,4
233,234,0.0672098,5.58696,5.65417,10,11,7104,7051,12.1041,11.045,12.1041,4808.4299473539995,4
234,235,0.0646221,6.13077,6.1954,30,17,7151,7090,9.4112,7.87441,17.2856,4831.910947353999,4
235,236,0.0666094,6.45163,6.51824,11,4,7162,7102,12.27,11.3712,12.270000000000001,4850.699187353999,4
236,237,0.0659646,4.96308,5.02904,26,14,7202,7136,10.7488,8.0489,18.7977,4874.525927354,4
237,238,0.0671897,8.48441,8.5516,20,4,7226,7155,11.4046,10.3976,21.8023,4904.879827354,4
238,239,0.0656899,7.08317,7.14886,29,22,7277,7196,10.1065,8.44115,18.5477,4930.576387354,4
239,240,0.0682915,8.01145,8.07974,18,9,7295,7212,11.5439,10.8969,11.543899999999999,4950.200027354,4
240,241,0.0670307,8.09688,8.16391,44,33,7372,7269,9.8951,6.91431,16.8094,4975.173337354,4
241,242,0.0666101,8.17351,8.24012,18,11,7390,7291,10.797,10.939,10.7971,4994.210557354,4
242,243,0.0665332,1.67198,1.73851,44,4,7438,7328,10.1073,8.90806,19.0154,5014.964467354001,4
243,244,0.0677405,3.71233,3.78007,17,10,7455,7345,11.7598,10.3159,11.759900000000002,5030.504437354,4
244,245,0.067378,2.85598,2.92336,33,11,7499,7380,8.80665,8.62064,17.4273,5050.8550973540005,4
245,246,0.0685446,5.13057,5.19912,16,5,7515,7393,11.9998,11.1459,11.999800000000002,5068.054017354,4
246,247,0.0675011,6.99068,7.05818,33,24,7572,7436,9.6214,8.00129,17.6227,5092.734897354,4
247,248,0.0695929,8.62039,8.68998,17,11,7589,7456,11.1217,11.6024,11.1217,5112.546577354,4
248,249,0.0681968,3.18232,3.25051,35,7,7631,7485,10.1279,8.07833,18.2062,5134.003287354,4
249,250,0.0689661,3.34883,3.4178,18,6,7649,7503,11.242,10.6699,11.241999999999999,5148.663087354001,4
250,251,0.0667979,6.58808,6.65488,34,22,7705,7546,9.64397,7.4822,17.1262,5172.4441673540005,4
251,252,0.0705574,9.65713,9.72769,14,16,7719,7570,11.6374,10.818,11.637400000000001,5193.809257354001,4
252,253,0.0683672,2.86904,2.93741,43,8,7770,7609,10.075,7.83982,17.9148,5214.661467354001,4
253,254,0.0701287,8.11926,8.18939,15,14,7785,7628,12.2652,10.5848,12.265200000000002,5235.116057354001,4
